# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_conservative_inframe_deletion	variants_effect_conservative_inframe_insertion	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_initiator_codon_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_start_retained_variant	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_stop_retained_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
UCKL1	UCKL1	NM_001353478.2	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
UCKL1	UCKL1	NM_001353479.2	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
UCKL1	UCKL1	NM_001353480.2	protein_coding	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1
UCKL1	UCKL1	NM_001353481.2	protein_coding	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1
UCKL1	UCKL1	NM_001353482.2	protein_coding	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1
UCKL1	UCKL1	NM_017859.4	protein_coding	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1
UCKL1	UCKL1	NR_126526.2		0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1
UCKL1	UCKL1	NR_148434.2		0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1
UCKL1	UCKL1	NR_148435.2		0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1
UCKL1	UCKL1	NR_148436.2		0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1
UCKL1	UCKL1	NR_148437.2		0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1
UCKL1	UCKL1	NR_148438.2		0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1
UCKL1	UCKL1	NR_148439.2		0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1
UCKL1	UCKL1	NR_148440.2		0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1
UCKL1	UCKL1	NR_148441.2		0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1
UCKL1	UCKL1	NR_148442.2		0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1
UCKL1-AS1	UCKL1-AS1	NR_027287.2		0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UCMA	UCMA	NM_001303118.2	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
UCMA	UCMA	NM_001303119.2	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
UCMA	UCMA	NM_145314.3	protein_coding	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
UCN	UCN	NM_003353.4	protein_coding	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UCN2	UCN2	NM_033199.4	protein_coding	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
UCP2	UCP2	NM_003355.2	protein_coding	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
UCP3	UCP3	NM_003356.4	protein_coding	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
UCP3	UCP3	NM_022803.2	protein_coding	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
UFC1	UFC1	NM_016406.4	protein_coding	0	0	0	8	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UFM1	UFM1	NM_001286703.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
UFM1	UFM1	NM_001286704.2	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
UFM1	UFM1	NM_001286705.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
UFM1	UFM1	NM_001286706.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
UFM1	UFM1	NM_016617.4	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
UFM1	UFM1	NR_104584.2		0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
UFM1	UFM1	NR_104585.2		0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
UFSP1	UFSP1	NM_001015072.4	protein_coding	0	2	2	15	0	0	1	0	0	0	0	12	0	0	0	2	0	0	0	0	0	0	0	0	0	2	2
UFSP2	UFSP2	NM_018359.5	protein_coding	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0
UFSP2	UFSP2	NR_028085.1		0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0
UFSP2	UFSP2	NR_144317.1		0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0
UGCG	UGCG	NM_003358.3	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
UGDH	UGDH	NM_001184700.2	protein_coding	0	0	0	5	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0
UGDH	UGDH	NM_001184701.2	protein_coding	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0
UGDH	UGDH	NM_003359.4	protein_coding	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0
UGGT1	UGGT1	NM_020120.4	protein_coding	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0
UGGT1	UGGT1	NR_027671.3		0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0
UGGT2	UGGT2	NM_020121.4	protein_coding	0	1	6	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	1	0
UGT1A1	UGT1A1	NM_000463.3	protein_coding	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0
UGT1A10	UGT1A10	NM_019075.2	protein_coding	0	0	20	36	0	0	0	0	0	0	0	0	0	0	36	20	0	0	0	0	0	0	0	0	0	0	0
UGT1A3	UGT1A3	NM_019093.2	protein_coding	0	3	21	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	3	0
UGT1A4	UGT1A4	NM_007120.3	protein_coding	0	8	26	8	0	0	0	0	0	0	0	0	0	0	4	26	0	0	0	0	0	0	0	0	0	8	4
UGT1A5	UGT1A5	NM_019078.1	protein_coding	1	4	29	18	0	0	0	0	0	0	0	0	1	0	18	29	0	0	0	0	0	0	0	0	0	4	0
UGT1A6	UGT1A6	NM_001072.4	protein_coding	0	0	20	32	0	0	0	0	0	0	0	0	0	0	32	20	0	0	0	0	0	0	0	0	0	0	0
UGT1A6	UGT1A6	NM_205862.2	protein_coding	0	0	20	32	0	0	0	0	0	0	0	0	0	0	32	20	0	0	0	0	0	0	0	0	0	0	0
UGT1A7	UGT1A7	NM_019077.2	protein_coding	0	2	22	32	0	0	0	0	0	0	0	0	0	0	32	22	0	0	0	0	0	0	0	0	0	2	0
UGT1A8	UGT1A8	NM_019076.4	protein_coding	0	0	20	36	0	0	0	0	0	0	0	0	0	0	36	20	0	0	0	0	0	0	0	0	0	0	0
UGT1A9	UGT1A9	NM_021027.3	protein_coding	0	0	20	36	0	0	0	0	0	0	0	0	0	0	36	20	0	0	0	0	0	0	0	0	0	0	0
UGT2A1	UGT2A1	NM_001252274.3	protein_coding	0	0	3	2	0	0	0	0	0	0	0	0	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0
UGT2A1	UGT2A1	NM_001252275.3	protein_coding	0	0	0	5	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0
UGT2A1	UGT2A1	NM_001301239.1	protein_coding	0	0	0	5	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0
UGT2A1	UGT2A1	NM_006798.5	protein_coding	0	0	2	3	0	0	0	0	0	0	0	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0
UGT2A2	UGT2A2	NM_001105677.2	protein_coding	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0
UGT2A2	UGT2A2	NM_001301233.1	protein_coding	0	0	3	2	0	0	0	0	0	0	0	0	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0
UGT2A3	UGT2A3	NM_024743.4	protein_coding	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
UGT2A3	UGT2A3	NR_024010.2		0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
UGT2B11	UGT2B11	NM_001073.3	protein_coding	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0
UGT2B15	UGT2B15	NM_001076.4	protein_coding	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
UGT2B17	UGT2B17	NM_001077.3	protein_coding	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
UGT2B28	UGT2B28	NM_001207004.2	protein_coding	0	4	2	6	4	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	4	0
UGT2B28	UGT2B28	NM_053039.2	protein_coding	0	6	6	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	6	0
UGT2B4	UGT2B4	NM_001297615.2	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UGT2B4	UGT2B4	NM_001297616.1	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
UGT2B4	UGT2B4	NM_021139.3	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
UGT2B7	UGT2B7	NM_001074.4	protein_coding	0	6	4	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	6	0
UGT2B7	UGT2B7	NM_001330719.1	protein_coding	0	6	4	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	6	0
UGT2B7	UGT2B7	NM_001349568.1	protein_coding	0	3	4	3	0	0	0	0	0	0	0	0	0	0	3	4	0	0	0	0	0	0	0	0	0	3	0
UGT3A1	UGT3A1	NM_001171873.2	protein_coding	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0
UGT3A1	UGT3A1	NM_152404.4	protein_coding	0	0	5	2	0	0	0	0	0	0	0	0	0	0	2	5	0	0	0	0	0	0	0	0	0	0	0
UGT8	UGT8	NM_001128174.3	protein_coding	0	4	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	4	0
UGT8	UGT8	NM_001322112.1	protein_coding	0	4	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	4	0
UGT8	UGT8	NM_001322113.1	protein_coding	0	4	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	4	0
UGT8	UGT8	NM_001322114.1	protein_coding	0	4	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	4	0
UGT8	UGT8	NM_003360.4	protein_coding	0	4	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	4	0
UHMK1	UHMK1	NM_001184763.1	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
UHMK1	UHMK1	NM_144624.2	protein_coding	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
UHMK1	UHMK1	NM_175866.5	protein_coding	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
UHRF1	UHRF1	NM_001048201.3	protein_coding	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0
UHRF1	UHRF1	NM_001290050.1	protein_coding	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0
UHRF1	UHRF1	NM_001290051.2	protein_coding	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0
UHRF1	UHRF1	NM_001290052.1	protein_coding	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0
UHRF1	UHRF1	NM_013282.4	protein_coding	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0
UHRF2	UHRF2	NM_152896.3	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
UHRF2	UHRF2	NR_046386.1		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
UIMC1	UIMC1	NM_001199297.2	protein_coding	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0
UIMC1	UIMC1	NM_001199298.2	protein_coding	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0
UIMC1	UIMC1	NM_001317961.1	protein_coding	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0
UIMC1	UIMC1	NM_016290.4	protein_coding	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0
UIMC1	UIMC1	NR_146149.1		0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0
UIMC1	UIMC1	NR_146150.1		0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0
ULBP2	ULBP2	NM_025217.4	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ULK1	ULK1	NM_003565.4	protein_coding	0	2	5	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	2	0
ULK2	ULK2	NM_001142610.2	protein_coding	0	2	4	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	2	0
ULK2	ULK2	NM_014683.4	protein_coding	0	2	4	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	2	0
ULK3	ULK3	NM_001099436.4	protein_coding	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
ULK3	ULK3	NM_001284364.3	protein_coding	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
ULK3	ULK3	NM_001284365.3	protein_coding	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
ULK3	ULK3	NR_104307.3		0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
ULK3	ULK3	NR_104308.3		0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
ULK3	ULK3	NR_104309.3		0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
ULK4	ULK4	NM_001322500.2	protein_coding	1	2	9	0	0	0	0	0	0	0	0	0	1	0	0	9	0	0	0	0	0	0	0	0	0	2	0
ULK4	ULK4	NM_001322501.2	protein_coding	1	2	7	2	0	0	2	0	0	0	0	0	1	0	0	7	0	0	0	0	0	0	0	0	0	2	0
ULK4	ULK4	NM_017886.4	protein_coding	1	2	9	0	0	0	0	0	0	0	0	0	1	0	0	9	0	0	0	0	0	0	0	0	0	2	0
ULK4	ULK4	NR_136342.2		0	0	0	12	0	0	0	0	0	0	0	0	0	0	2	0	10	0	0	0	0	0	0	0	0	0	0
UMOD	UMOD	NM_001008389.3	protein_coding	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
UMOD	UMOD	NM_001278614.2	protein_coding	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
UMOD	UMOD	NM_003361.3	protein_coding	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
UMODL1	UMODL1	NM_001004416.2	protein_coding	0	28	20	8	0	0	0	0	0	0	0	0	0	0	8	20	0	0	0	0	0	0	0	0	0	28	0
UMODL1	UMODL1	NM_001199527.2	protein_coding	0	28	28	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	28	0
UMODL1	UMODL1	NM_001199528.3	protein_coding	0	28	20	8	0	0	0	0	0	0	0	0	0	0	8	20	0	0	0	0	0	0	0	0	0	28	0
UMODL1	UMODL1	NM_173568.3	protein_coding	0	28	28	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	28	0
UMODL1-AS1	UMODL1-AS1	NR_027243.1		0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	16
UNC13A	UNC13A	NM_001080421.2	protein_coding	0	8	4	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	8	0
UNC13B	UNC13B	NM_001330653.2	protein_coding	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0
UNC13B	UNC13B	NM_001371186.1	protein_coding	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0
UNC13B	UNC13B	NM_001371189.1	protein_coding	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0
UNC13B	UNC13B	NM_006377.5	protein_coding	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0
UNC13C	UNC13C	NM_001080534.2	protein_coding	0	7	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	7	0
UNC13C	UNC13C	NM_001329919.2	protein_coding	0	7	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	7	0
UNC13D	UNC13D	NM_199242.2	protein_coding	0	18	15	12	0	0	0	0	0	0	0	2	0	0	0	15	0	0	0	0	0	0	0	0	0	18	10
UNC5A	UNC5A	NM_133369.3	protein_coding	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
UNC5B	UNC5B	NM_001244889.2	protein_coding	0	2	4	1	0	0	0	0	0	0	0	0	0	0	1	4	0	0	0	0	0	0	0	0	0	2	0
UNC5B	UNC5B	NM_170744.5	protein_coding	0	2	5	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	2	0
UNC5C	UNC5C	NM_003728.4	protein_coding	0	16	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	16	0
UNC5CL	UNC5CL	NM_173561.3	protein_coding	0	2	10	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	2	0
UNC5D	UNC5D	NM_001322818.1	protein_coding	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0
UNC5D	UNC5D	NM_080872.4	protein_coding	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0
UNC79	UNC79.2	NM_001346218.2	protein_coding	0	21	35	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	21	0
UNC79	UNC79.2	NM_020818.5.2	protein_coding	0	21	35	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	21	0
UNC80	UNC80	NM_001371986.1	protein_coding	0	13	9	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	13	0
UNC80	UNC80	NM_032504.1	protein_coding	0	13	9	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	13	0
UNC80	UNC80	NM_182587.4	protein_coding	0	13	9	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	13	0
UNC93A	UNC93A	NM_001143947.2	protein_coding	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
UNC93A	UNC93A	NM_018974.4	protein_coding	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
UNC93B1	UNC93B1	NM_030930.4	protein_coding	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0
UNG	UNG	NM_003362.4	protein_coding	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0
UNG	UNG	NM_080911.3	protein_coding	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0
UNK	UNK	NM_001080419.3	protein_coding	0	5	1	4	0	0	0	0	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	5	0
UNKL	UNKL	NM_001193388.4	protein_coding	0	6	4	1	0	0	0	0	0	0	0	0	0	0	1	4	0	0	0	0	0	0	0	0	0	6	0
UNKL	UNKL	NM_001193389.2	protein_coding	0	0	0	5	0	0	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
UNKL	UNKL	NM_001276414.2	protein_coding	0	1	0	4	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
UNKL	UNKL	NM_001367622.1	protein_coding	0	0	0	5	0	0	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
UNKL	UNKL	NM_001370526.1	protein_coding	0	0	0	5	0	0	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
UNKL	UNKL	NM_001372107.1	protein_coding	0	6	4	1	0	0	0	0	0	0	0	0	0	0	1	4	0	0	0	0	0	0	0	0	0	6	0
UNKL	UNKL	NR_160278.1		0	0	0	11	0	0	0	0	0	0	0	0	0	0	1	0	10	0	0	0	0	0	0	0	0	0	0
UNKL	UNKL	NR_160279.1		0	0	0	5	0	0	0	0	0	0	0	0	0	0	1	0	4	0	0	0	0	0	0	0	0	0	0
UNKL	UNKL	NR_160280.1		0	0	0	5	0	0	0	0	0	0	0	0	0	0	1	0	4	0	0	0	0	0	0	0	0	0	0
UNKL	UNKL	NR_163466.1		0	0	0	5	0	0	0	0	0	0	0	0	0	0	3	0	2	0	0	0	0	0	0	0	0	0	0
UNKL	UNKL.2	NM_001037125.4	protein_coding	0	4	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
UPF1	UPF1	NM_001297549.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UPF1	UPF1	NM_002911.4	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UPF2	UPF2	NM_015542.4	protein_coding	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
UPF2	UPF2	NM_080599.2	protein_coding	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
UPF3B	UPF3B	NM_023010.3	protein_coding	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
UPF3B	UPF3B	NM_080632.2	protein_coding	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
UPK1A	UPK1A	NM_001281443.1	protein_coding	0	0	2	1	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
UPK1A	UPK1A	NM_007000.3	protein_coding	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
UPK1A-AS1	UPK1A-AS1	NR_046420.1		0	0	0	3	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
UPK1B	UPK1B	NM_006952.4	protein_coding	0	3	8	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	3	0
UPK3A	UPK3A	NM_001167574.2	protein_coding	0	2	4	2	0	0	0	0	0	0	0	0	0	0	2	4	0	0	0	0	0	0	0	0	0	2	0
UPK3A	UPK3A	NM_006953.4	protein_coding	0	3	5	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	3	0
UPK3B	UPK3B	NM_001347684.2	protein_coding	0	0	9	4	2	0	0	0	0	0	0	0	0	0	2	9	0	0	0	0	0	0	0	0	0	0	0
UPK3B	UPK3B	NM_030570.3	protein_coding	0	3	10	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	3	0
UPK3B	UPK3B	NM_182683.2	protein_coding	0	3	8	2	0	0	0	0	0	0	0	0	0	0	2	8	0	0	0	0	0	0	0	0	0	3	0
UPK3B	UPK3B	NM_182684.2	protein_coding	0	0	9	4	2	0	0	0	0	0	0	0	0	0	2	9	0	0	0	0	0	0	0	0	0	0	0
